ID,Feature,Type,English Text,Indonesian Text,File Path,Notes / Context,Status,Revised English,Revised Indonesian,PIC
414,Onboarding UI,Button,Loading...,Loading...,src/features/onboarding/components/onboarding-screen.tsx,,NOT INDO,v,memuat,
415,Onboarding UI,Button,Saving...,Saving...,src/features/onboarding/components/onboarding-screen.tsx,,NOT INDO,v,menyimpan,
416,Onboarding UI,Label,Day,Hari,src/features/onboarding/components/question-renderer.tsx,Date picker,INDO,v,v,
417,Onboarding UI,Label,Month,Bulan,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
418,Onboarding UI,Label,Year,Tahun,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
419,Onboarding UI,Placeholder,DD,DD,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,Tanggal,
420,Onboarding UI,Placeholder,MMM,MMM,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,Bulan,
421,Onboarding UI,Placeholder,YYYY,YYYY,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,Tahun,
422,Onboarding UI,Month,January,Januari,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
423,Onboarding UI,Month,February,Februari,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
424,Onboarding UI,Month,March,Maret,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
425,Onboarding UI,Month,April,April,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,v,
426,Onboarding UI,Month,May,Mei,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
427,Onboarding UI,Month,June,Juni,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
428,Onboarding UI,Month,July,Juli,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
429,Onboarding UI,Month,August,Agustus,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
430,Onboarding UI,Month,September,September,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,v,
431,Onboarding UI,Month,October,Oktober,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
432,Onboarding UI,Month,November,November,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,v,
433,Onboarding UI,Month,December,Desember,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
434,Onboarding UI,Label,X / Y selected,X / Y dipilih,src/features/onboarding/components/question-renderer.tsx,,INDO,ini yang mana ya?,,
435,Onboarding UI,Message,Max reached,Batas maksimum,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
436,Onboarding UI,Empty,No results,Tidak ada hasil,src/features/onboarding/components/question-renderer.tsx,,INDO,v,belum ada hasil,
437,Onboarding UI,Empty,"No results for ""query""","Tidak ada hasil untuk ""query""",src/features/onboarding/components/question-renderer.tsx,,INDO,v,Belum ada hasil untuk kata kunci “{keyword}”,
438,Onboarding UI,Placeholder,Search...,Cari...,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
439,Onboarding UI,Placeholder,Select one,Pilih satu,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
440,Onboarding UI,Placeholder,Select,Pilih,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
441,Onboarding UI,Placeholder,Select multiple,Pilih beberapa,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
442,Onboarding UI,Validation,Required,Wajib diisi,src/features/onboarding/components/question-renderer.tsx,,INDO,v,v,
443,Onboarding UI,Label,Currency,Currency,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,mata uang,
444,Onboarding UI,Label,Amount,Amount,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,nominal,
445,Onboarding UI,Placeholder,5000,5000,src/features/onboarding/components/question-renderer.tsx,,NOT INDO,v,v,
  Auth,,,,,,,,,,
446,Auth,Heading,Get Started now,Mulai sekarang,src/features/auth/components/login-screen.tsx,,INDO,v,v,
447,Auth,Subtitle,Create an account or log in to explore ConnectX.,Buat akun atau masuk untuk menjelajahi ConnectX.,src/features/auth/components/login-screen.tsx,,INDO,v,v,
448,Auth,Button,Sign in with Google,Masuk dengan Google,src/features/auth/components/login-screen.tsx,,INDO,v,v,
449,Auth,Button,Preview onboarding,Pratinjau onboarding,src/features/auth/components/login-screen.tsx,,INDO,v,v,
450,Auth,Label,Email,Email,src/features/auth/components/login-screen.tsx,,NOT INDO,v,v,
451,Auth,Placeholder,you@company.com,you@company.com,src/features/auth/components/login-screen.tsx,,NOT INDO,v,v,
452,Auth,Label,Password,Password,src/features/auth/components/login-screen.tsx,,NOT INDO,v,v,
453,Auth,Placeholder,Enter your password,Masukkan password,src/features/auth/components/login-screen.tsx,,INDO,v,v,
454,Auth,Checkbox,Remember me,Ingat saya,src/features/auth/components/login-screen.tsx,,INDO,v,Ingat aku yah,
455,Auth,Link,Forgot Password?,Lupa Password?,src/features/auth/components/login-screen.tsx,,INDO,v,v,
456,Auth,Button,Log In,Masuk,src/features/auth/components/login-screen.tsx,,INDO,v,v,
457,Auth,Button,Signing in...,Sedang masuk...,src/features/auth/components/login-screen.tsx,,INDO,v,v,
458,Auth,Text,Don't have an account?,Belum punya akun?,src/features/auth/components/login-screen.tsx,,INDO,v,v,
459,Auth,Link,Sign Up,Daftar,src/features/auth/components/login-screen.tsx,,INDO,v,v,
460,Auth,Text,or,atau,src/features/auth/components/login-screen.tsx,,INDO,v,v,
461,Auth,Error,Login failed. Please try again.,Login gagal. Silakan coba lagi.,src/features/auth/components/login-screen.tsx,,INDO,v,v,
462,Auth,Error,Google Sign-In failed. Please try again.,Sign-In Google gagal. Silakan coba lagi.,src/features/auth/components/login-screen.tsx,,INDO,v,v,
463,Auth,Message,Forgot password flow is not connected yet.,Fitur lupa password belum terhubung.,src/features/auth/components/login-screen.tsx,,INDO,v,v,
464,Auth,Heading,Create your account,Buat akun kamu,src/features/auth/components/register-screen.tsx,,INDO,v,v,
465,Auth,Subtitle,"Join ConnectX and start meeting founders, teammates, and startups.","Bergabunglah dengan ConnectX dan mulai bertemu founder, rekan tim, dan startup.",src/features/auth/components/register-screen.tsx,,INDO,v,v,
466,Auth,Placeholder,Use at least 8 characters,Gunakan minimal 8 karakter,src/features/auth/components/register-screen.tsx,,INDO,v,v,
467,Auth,Label,Password,Password,src/features/auth/components/register-screen.tsx,,NOT INDO,v,v,
468,Auth,Label,Repeat your password,Ulangi password,src/features/auth/components/register-screen.tsx,,INDO,v,v,
469,Auth,Button,Create account,Buat akun,src/features/auth/components/register-screen.tsx,,INDO,v,v,
470,Auth,Button,Creating account...,Membuat akun...,src/features/auth/components/register-screen.tsx,,INDO,v,v,
471,Auth,Text,Already have an account?,Sudah punya akun?,src/features/auth/components/register-screen.tsx,,INDO,v,v,
472,Auth,Link,Sign in,Masuk,src/features/auth/components/register-screen.tsx,,INDO,v,v,
473,Auth,Error,Passwords must match.,Password harus cocok.,src/features/auth/components/register-screen.tsx,,INDO,v,v,
474,Auth,Error,Could not create your account. Try again.,Tidak dapat membuat akun. Coba lagi.,src/features/auth/components/register-screen.tsx,,INDO,v,v,
475,Auth,Badge,V1 FREE,V1 FREE,src/features/auth/components/register-screen.tsx,,NOT INDO,v,V1 GRATIS,
476,Auth,Heading,Check your inbox,Periksa kotak masukmu,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
477,Auth,Description,Enter the code sent to {email} to continue to WhatsApp verification.,Masukkan kode yang dikirim ke {email} untuk melanjutkan ke verifikasi WhatsApp.,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
478,Auth,Pill,Verify Email,Verifikasi Email,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
479,Auth,Label,Verification Code,Kode Verifikasi,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
480,Auth,Hint,Enter the 6-character verification code,Masukkan kode verifikasi 6 karakter,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
481,Auth,Placeholder,Enter code,Masukkan kode,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
482,Auth,Button,Verify Email,Verifikasi Email,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
483,Auth,Button,Verifying...,Memverifikasi...,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
484,Auth,Detail,Next step: WhatsApp verification,Langkah berikutnya: verifikasi WhatsApp,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
485,Auth,Button,Resend Code,Kirim Ulang Kode,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
486,Auth,Button,Sending code...,Mengirim kode...,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
487,Auth,Detail,Request a new code,Minta kode baru,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
488,Auth,Detail,Try again in {seconds}s,Coba lagi dalam {seconds}dtk,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
489,Auth,Link,Log out,Keluar,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
490,Auth,Error,Email verification failed.,Verifikasi email gagal.,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
491,Auth,Error,Failed to send verification code.,Gagal mengirim kode verifikasi.,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
492,Auth,Error,Failed to resend verification code.,Gagal mengirim ulang kode verifikasi.,src/features/auth/components/verify-email-screen.tsx,,INDO,v,v,
493,Auth,Heading,Enter WhatsApp Number,Masukkan Nomor WhatsApp,src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
494,Auth,Subtitle,We'll send a 6-digit code to verify your identity.,Kami akan mengirim kode 6 digit untuk verifikasi identitas.,src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
495,Auth,Placeholder,+62 812 3456 7890,+62 812 3456 7890,src/features/auth/components/verify-whatsapp-screen.tsx,,NOT INDO,v,v,
496,Auth,Button,Continue,Lanjutkan,src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
497,Auth,Button,Sending...,Mengirim...,src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
498,Auth,Error,WhatsApp number is required.,Nomor WhatsApp wajib diisi.,src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
499,Auth,Error,Use a format like +6281234567890.,Gunakan format seperti +6281234567890.,src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
500,Auth,Error,Failed to send WhatsApp OTP.,Gagal mengirim OTP WhatsApp.,src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
501,Auth,Link,Log out,Keluar,src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
502,Auth,Terms,By entering your number you agree to our Terms & Privacy Policy,"Dengan memasukkan nomor kamu, kamu menyetujui Syarat & Kebijakan Privasi kami",src/features/auth/components/verify-whatsapp-screen.tsx,,INDO,v,v,
503,Auth,Heading,Verify account with OTP,Verifikasi akun dengan OTP,src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
504,Auth,Subtitle,We've sent a 6-digit code to {whatsappNumber},Kami telah mengirim kode 6 digit ke {whatsappNumber},src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
505,Auth,Button,Continue,Lanjutkan,src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
506,Auth,Button,Verifying...,Memverifikasi...,src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
507,Auth,Message,Verifying your OTP...,Memverifikasi OTP kamu...,src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
508,Auth,Link,Resend code,Kirim ulang kode,src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
509,Auth,Detail,Resend code in {seconds}s,Kirim ulang kode dalam {seconds}dtk,src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
510,Auth,Error,WhatsApp verification failed.,Verifikasi WhatsApp gagal.,src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
511,Auth,Error,Failed to resend OTP.,Gagal mengirim ulang OTP.,src/features/auth/components/verify-otp-screen.tsx,,INDO,v,v,
512,Auth,Heading,Verify your login,Verifikasi login kamu,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
513,Auth,Pill,Login Verification,Verifikasi Login,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
514,Auth,Description,Enter the code sent to {email} to finish signing in.,Masukkan kode yang dikirim ke {email} untuk menyelesaikan login.,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
515,Auth,Label,Login Code,Kode Login,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
516,Auth,Hint,Enter the 6-character login code,Masukkan kode login 6 karakter,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
517,Auth,Placeholder,Enter code,Masukkan kode,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
518,Auth,Button,Verify Login,Verifikasi Login,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
519,Auth,Button,Verifying...,Memverifikasi...,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
520,Auth,Detail,You'll be signed in after verification,Kamu akan masuk setelah verifikasi,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
521,Auth,Button,Resend Code,Kirim Ulang Kode,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
522,Auth,Button,Sending code...,Mengirim kode...,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
523,Auth,Detail,Request a new code,Minta kode baru,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
524,Auth,Detail,Try again in {seconds}s,Coba lagi dalam {seconds}dtk,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
525,Auth,Link,Back to login,Kembali ke login,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
526,Auth,Error,Login verification failed.,Verifikasi login gagal.,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
527,Auth,Error,Failed to send login code.,Gagal mengirim kode login.,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
528,Auth,Error,Failed to resend login code.,Gagal mengirim ulang kode login.,src/features/auth/components/verify-login-otp-screen.tsx,,INDO,v,v,
529,Auth,Brand,ConnectX,ConnectX,src/features/auth/components/splash-screen.tsx,,NOT INDO,v,v,
530,Auth,Message,Login berhasil. Silakan verifikasi OTP untuk melanjutkan.,Login berhasil. Silakan verifikasi OTP untuk melanjutkan.,src/features/auth/mock/auth.mock.ts,,NOT INDO,v,v,
531,Auth,Message,OTP Verification Code has been sent to {email}. This code is valid for 10 minutes.,Kode Verifikasi OTP telah dikirim ke {email}. Kode ini berlaku selama 10 menit.,src/features/auth/mock/auth.mock.ts,,INDO,v,v,
532,Auth,Message,Selamat! Registrasi kamu selesai! Selamat bergabung di ConnectX.,Selamat! Registrasi kamu selesai! Selamat bergabung di ConnectX.,src/features/auth/mock/auth.mock.ts,,NOT INDO,v,v,
533,Auth,Message,Login berhasil.,Login berhasil.,src/features/auth/mock/auth.mock.ts,,NOT INDO,v,v,
  Discovery,,,,,,,,,,
534,Discovery,Option,Find Co-Founder,Cari Co-Founder,src/features/home/config/discovery-filters.ts,,INDO,v,v,
535,Discovery,Description,Search for your ideal co-founder,Cari co-founder ideal kamu,src/features/home/config/discovery-filters.ts,,INDO,v,v,
536,Discovery,Option,Building Team,Membangun Tim,src/features/home/config/discovery-filters.ts,,INDO,v,v,
537,Discovery,Description,Hire early team members,Rekrut anggota tim awal,src/features/home/config/discovery-filters.ts,,INDO,v,v,
538,Discovery,Option,Explore Startups,Jelajahi Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
539,Discovery,Description,Find a startup to join,Temukan startup untuk diikuti,src/features/home/config/discovery-filters.ts,,INDO,v,v,
540,Discovery,Option,Joining Startups,Bergabung dengan Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
541,Discovery,Description,Join an existing startup,Bergabung dengan startup yang ada,src/features/home/config/discovery-filters.ts,,INDO,v,v,
542,Discovery,Section,Goal,Tujuan,src/features/home/config/discovery-filters.ts,,INDO,v,v,
543,Discovery,Section,Skill Strength,Kekuatan Skill,src/features/home/config/discovery-filters.ts,,INDO,v,v,
544,Discovery,Section,Industry,Industri,src/features/home/config/discovery-filters.ts,,INDO,v,v,
545,Discovery,Section,Location & Availability,Lokasi & Ketersediaan,src/features/home/config/discovery-filters.ts,,INDO,v,v,
546,Discovery,Section,Work Arrangement,Arrangement Kerja,src/features/home/config/discovery-filters.ts,,INDO,v,v,
547,Discovery,Option,Onsite,Onsite,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
548,Discovery,Option,Hybrid,Hybrid,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
549,Discovery,Option,Remote,Remote,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
550,Discovery,Label,Available for remote work,Tersedia untuk kerja remote,src/features/home/config/discovery-filters.ts,,INDO,v,v,
551,Discovery,Label,Distance,Jarak,src/features/home/config/discovery-filters.ts,,INDO,v,v,
552,Discovery,Section,Commitment,Komitmen,src/features/home/config/discovery-filters.ts,,INDO,v,v,
553,Discovery,Option,Full-time,Full-time,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
554,Discovery,Option,Part-time,Part-time,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
555,Discovery,Option,Side Project,Side Project,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
556,Discovery,Section,Startup Stage,Tahap Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
557,Discovery,Option,Idea,Ide,src/features/home/config/discovery-filters.ts,,INDO,v,v,
558,Discovery,Option,MVP,MVP,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
559,Discovery,Option,Pre-seed,Pra-seed,src/features/home/config/discovery-filters.ts,,INDO,v,v,
560,Discovery,Option,Seed,Seed,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
561,Discovery,Section,AI Match Precision,Presisi Match AI,src/features/home/config/discovery-filters.ts,,INDO,AI Connection Precision,Presisi kecocokan AI,
562,Discovery,Label,Minimum Match Score,Skor Match Minimum,src/features/home/config/discovery-filters.ts,,INDO,Minimum Connection Score,Minimal skor kecocokan,
563,Discovery,Section,Founder & Builder Quality,Kualitas Founder & Builder,src/features/home/config/discovery-filters.ts,,INDO,v,v,
564,Discovery,Section,Co-Founder Readiness,Kesiapan Co-Founder,src/features/home/config/discovery-filters.ts,,INDO,v,v,
565,Discovery,Section,Global Compatibility,Kompatibilitas Global,src/features/home/config/discovery-filters.ts,,INDO,v,v,
566,Discovery,Section,Skill Stack,Stack Skill,src/features/home/config/discovery-filters.ts,,INDO,v,v,
567,Discovery,Section,Role Needed,Peran yang Dibutuhkan,src/features/home/config/discovery-filters.ts,,INDO,v,v,
568,Discovery,Section,AI Talent Precision,Presisi Talent AI,src/features/home/config/discovery-filters.ts,,INDO,v,v,
569,Discovery,Section,Execution Quality,Kualitas Eksekusi,src/features/home/config/discovery-filters.ts,,INDO,v,v,
570,Discovery,Section,Hiring Readiness,Kesiapan Rekrutmen,src/features/home/config/discovery-filters.ts,,INDO,v,v,
571,Discovery,Section,Startup Quality,Kualitas Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
572,Discovery,Section,Startup Readiness,Kesiapan Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
573,Discovery,Section,Opportunity Fit,Kecocokan Peluang,src/features/home/config/discovery-filters.ts,,INDO,v,v,
574,Discovery,Section,AI Startup Fit,Fit Startup AI,src/features/home/config/discovery-filters.ts,,INDO,v,v,
575,Discovery,Section,Founder Type,Tipe Founder,src/features/home/config/discovery-filters.ts,,INDO,v,v,
576,Discovery,Section,Leadership Strength,Kekuatan Kepemimpinan,src/features/home/config/discovery-filters.ts,,INDO,v,v,
577,Discovery,Section,Equity & Commitment,Equity & Komitmen,src/features/home/config/discovery-filters.ts,,INDO,v,v,
578,Discovery,Section,Conditions,Kondisi,src/features/home/config/discovery-filters.ts,,INDO,v,v,
579,Discovery,Option,Technical,Teknis,src/features/home/config/discovery-filters.ts,,INDO,,,ini harusnya filter disesuaikan dgn opsi onboarding (type dan checked boxed)
580,Discovery,Option,Product,Produk,src/features/home/config/discovery-filters.ts,,INDO,,,
581,Discovery,Option,Business,Bisnis,src/features/home/config/discovery-filters.ts,,INDO,,,
582,Discovery,Option,Sales,Sales,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
583,Discovery,Option,Marketing,Marketing,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
584,Discovery,Option,Design,Design,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
585,Discovery,Option,Operations,Operasional,src/features/home/config/discovery-filters.ts,,INDO,,,
586,Discovery,Option,Finance,Finance,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
587,Discovery,Option,AI,AI,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
588,Discovery,Option,Fintech,Fintech,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
589,Discovery,Option,Healthtech,Healthtech,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
590,Discovery,Option,EdTech,EdTech,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
591,Discovery,Option,Web3,Web3,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
592,Discovery,Option,SaaS,SaaS,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
593,Discovery,Checkbox,Show AI Explain Why Match,Tampilkan AI Explain Why Match,src/features/home/config/discovery-filters.ts,,INDO,Show AI Explain for this Connection,Tampilkan alasan AI kenapa ini koneksi yang baik,
594,Discovery,Option,First-time Founder,Founder Pertama Kali,src/features/home/config/discovery-filters.ts,,INDO,v,v,
595,Discovery,Option,Built 1 Startup,Pernah Bangun 1 Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
596,Discovery,Option,Serial Founder,Founder Serial,src/features/home/config/discovery-filters.ts,,INDO,v,v,
597,Discovery,Option,Startup Exit Experience,Pengalaman Exit Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
598,Discovery,Option,VC-backed Founder,Founder Didukung VC,src/features/home/config/discovery-filters.ts,,INDO,v,v,
599,Discovery,Option,Accelerator Alumni,Alumni Akselerator,src/features/home/config/discovery-filters.ts,,INDO,v,v,
600,Discovery,Option,Led Startup Team,Pimpin Tim Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
601,Discovery,Option,Built Product from Zero,Bangun Produk dari Nol,src/features/home/config/discovery-filters.ts,,INDO,v,v,
602,Discovery,Option,Owned Revenue Target,Punya Target Revenue,src/features/home/config/discovery-filters.ts,,INDO,v,ada target pendapatan,
603,Discovery,Option,Raised Capital,Sudah Raise Modal,src/features/home/config/discovery-filters.ts,,INDO,v,v,
604,Discovery,Option,Advisor / Mentor,Advisor / Mentor,src/features/home/config/discovery-filters.ts,,NOT INDO,v,v,
605,Discovery,Option,Ready to Start Within 30 Days,Siap Mulai dalam 30 Hari,src/features/home/config/discovery-filters.ts,,INDO,v,v,
606,Discovery,Option,Exploring Startup Ideas,Menjelajahi Ide Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
607,Discovery,Option,Open to Build From Zero,Terbuka Bangun dari Nol,src/features/home/config/discovery-filters.ts,,INDO,v,v,
608,Discovery,Option,Open to Existing Founder,Terbuka untuk Founder yang Ada,src/features/home/config/discovery-filters.ts,,INDO,v,v,
609,Discovery,Option,Equity-Based Build,Bangunan Berbasis Equity,src/features/home/config/discovery-filters.ts,,INDO,v,v,
610,Discovery,Option,Long-Term Commitment,Komitmen Jangka Panjang,src/features/home/config/discovery-filters.ts,,INDO,v,v,
611,Discovery,Option,English,English,src/features/home/config/discovery-filters.ts,,NOT INDO,,,"masukkan semua bahasa nasional yang available di seluruh dunia lalu pakai format ""type & checked boxed""

atau 


kalau mau lebih mudah bisa text available lalu klik enter "
612,Discovery,Option,Bahasa Indonesia,Bahasa Indonesia,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
613,Discovery,Option,Mandarin Chinese,Mandarin,src/features/home/config/discovery-filters.ts,,INDO,,,
614,Discovery,Option,Japanese,Japanese,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
615,Discovery,Option,Korean,Korean,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
616,Discovery,Option,Spanish,Spanish,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
617,Discovery,Option,Bachelor,Bachelor,src/features/home/config/discovery-filters.ts,,NOT INDO,v,Sarjana,
618,Discovery,Option,Master,Master,src/features/home/config/discovery-filters.ts,,NOT INDO,v,Magister,
619,Discovery,Option,MBA,MBA,src/features/home/config/discovery-filters.ts,,NOT INDO,v,Magister Bisnis Administrasi,
620,Discovery,Option,PhD,PhD,src/features/home/config/discovery-filters.ts,,NOT INDO,v,Doktorat,
621,Discovery,Option,Research Background,Latar Belakang Riset,src/features/home/config/discovery-filters.ts,,INDO,v,v,
622,Discovery,Option,React,React,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
623,Discovery,Option,Python,Python,src/features/home/config/discovery-filters.ts,,NOT INDO,,,ini harusnya filter disesuaikan dgn opsi onboarding (type dan checked boxed)
624,Discovery,Option,Figma,Figma,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
625,Discovery,Option,Growth,Growth,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
626,Discovery,Option,SEO,SEO,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
627,Discovery,Option,Salesforce,Salesforce,src/features/home/config/discovery-filters.ts,,NOT INDO,,,
628,Discovery,Option,Built MVP,Sudah Bangun MVP,src/features/home/config/discovery-filters.ts,,INDO,v,sudah ada mvp,
629,Discovery,Option,Startup Experience,Pengalaman Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
630,Discovery,Option,Product Shipped,Produk Sudah Diluncurkan,src/features/home/config/discovery-filters.ts,,INDO,v,v,
631,Discovery,Option,Lead Growth,Pimpin Growth,src/features/home/config/discovery-filters.ts,,INDO,v,pernah mimpin pertumbuhan bisnis,
632,Discovery,Option,Built Systems,Sudah Bangun Sistem,src/features/home/config/discovery-filters.ts,,INDO,v,v,
633,Discovery,Option,Immediate Join,Langsung Bergabung,src/features/home/config/discovery-filters.ts,,INDO,v,v,
634,Discovery,Option,30 Days,30 Hari,src/features/home/config/discovery-filters.ts,,INDO,v,v,
635,Discovery,Option,Part-time First,Part-time Dulu,src/features/home/config/discovery-filters.ts,,INDO,v,v,
636,Discovery,Option,Equity Open,Equity Terbuka,src/features/home/config/discovery-filters.ts,,INDO,v,v,
637,Discovery,Option,Remote Ready,Siap Remote,src/features/home/config/discovery-filters.ts,,INDO,v,v,
638,Discovery,Option,Repeat Founder,Founder Berulang,src/features/home/config/discovery-filters.ts,,INDO,v,v,
639,Discovery,Option,Startup Exit,Exit Startup,src/features/home/config/discovery-filters.ts,,INDO,v,v,
640,Discovery,Option,VC-backed Founder,Founder Didukung VC,src/features/home/config/discovery-filters.ts,,INDO,v,v,
641,Discovery,Option,Strong Founder Background,Latar Belakang Founder Kuat,src/features/home/config/discovery-filters.ts,,INDO,v,v,
642,Discovery,Option,MVP Ready,MVP Siap,src/features/home/config/discovery-filters.ts,,INDO,v,v,
643,Discovery,Option,Product Live,Produk Sudah Live,src/features/home/config/discovery-filters.ts,,INDO,v,v,
644,Discovery,Option,Paying Users,Pengguna Berbayar,src/features/home/config/discovery-filters.ts,,INDO,v,v,
645,Discovery,Option,Existing Team,Tim Sudah Ada,src/features/home/config/discovery-filters.ts,,INDO,v,v,
646,Discovery,Option,Equity Offered,Equity Ditawarkan,src/features/home/config/discovery-filters.ts,,INDO,v,v,
647,Discovery,Option,Remote Team,Tim Remote,src/features/home/config/discovery-filters.ts,,INDO,v,v,
648,Discovery,Option,Fast Hiring,Rekrutmen Cepat,src/features/home/config/discovery-filters.ts,,INDO,v,v,
